objectid,title,date,date_is_approximate,description,location,latitude,longitude,subject,source,identifier,donor,format_original,type,format,language,rights,rightsstatement,display_template,filename,object_location,image_small,image_thumb
cities930,"Russell, Idaho.",1901,,,Russell,48.512711,-116.930013,panoramas; towns,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-090-1,George Wells,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities930.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities930.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities930_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities930_th.jpg
cities931,"Ramey's Mill on Murphy Place. Russell, Idaho.",1901,,,Russell,48.512711,-116.930013,sawmills; animals,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-090-3,George Wells,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities931.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities931.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities931_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities931_th.jpg
cities932,"View of Greer, Idaho from Greer Grade.",1901,,,Greer,46.389649,-116.175249,panoramas; mountains; rivers houses,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-091-1,George Wells,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities932.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities932.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities932_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities932_th.jpg
cities933,"Interior of butcher shop showing Alfred and Art Flint. Range Market. Troy, Idaho.",1914,,,Troy,46.735373,-116.768323,interiors; butcher shops,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-077-04b,Clyde Spencer,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities933.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities933.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities933_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities933_th.jpg
cities935,Wagon pulled by team and men on porch in front of Erb Brothers General Store.,1901,,,Greer,46.389649,-116.175249,wagons; general stores,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-091-2,George Wells,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities935.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities935.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities935_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities935_th.jpg
cities936,"Erickson's Mill. Reubens, Idaho.",1902,,,Reubens,46.32529,-116.535587,sawmills; animals,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-092-1,George Wells,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities936.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities936.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities936_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities936_th.jpg
cities937,"Greer Ferry run by Jack Greer. Greer, Idaho.",1901,,,Greer,46.389753,-116.176161,ferries,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-091-3,George Wells,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities937.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities937.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities937_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities937_th.jpg
cities938,"Group gathered in front of Westlake Hotel for camp meeting. Westlake, Idaho.",1902,,,Westlake,46.122432,-116.508202,hotels (public accommodations),"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-093-1,George Wells,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities938.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities938.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities938_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities938_th.jpg
cities939,Group gathered for baptizing in Lawyer's Canyon.,1902,,,Lawyer's Canyon,46.188558,-116.396155,baptizing,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-093-2,George Wells,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities939.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities939.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities939_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities939_th.jpg
cities941,"Sunday school picnic. Westlake, Idaho.",1901,,,Westlake,46.122432,-116.508202,picnic areas,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-093-3,George Wells,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities941.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities941.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities941_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities941_th.jpg
cities944,"Troy swimming pool? Troy, Idaho.",1919,yes,"According to best historical sources for Troy, this is not Troy",Troy,,,swimming pools,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-077-04c,Clyde Spencer,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities944.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities944.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities944_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities944_th.jpg
cities946,"Armistice Day Parade. Troy, Idaho.",1918,,"Man holding U.S. flag is Mr. Weaver, a Civil War veteran",Troy,46.734278,-116.766617,main streets; parades; seamen; soldiers,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-077-05a,Clyde Spencer,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities946.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities946.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities946_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities946_th.jpg
cities947,"Portion of Juliaetta, Idaho showing brewery site.",1906,,,Juliaetta,46.578073,-116.713697,panoramas; towns,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-095-2,Mrs. Maeci Nye,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities947.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities947.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities947_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities947_th.jpg
cities948,"Panoramic view of Juliaetta, Idaho.",1894,,,Juliaetta,46.578073,-116.713697,panoramas,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-095-3,Mrs. Maeci Nye,4.5x7.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities948.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities948.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities948_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities948_th.jpg
cities954,"Armistice Day? Parade. Troy, Idaho.",1918,,Long line of cars and trucks going down Main Street. Flags displayed,Troy,46.734278,-116.766617,main streets; parades; automobiles,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-077-05b,Clyde Spencer,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities954.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities954.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities954_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities954_th.jpg
cities964,"Armistice Day? Parade. Troy, Idaho.",1918,,Vehicles that were in parade in front of some of the business places,Troy,46.734373,-116.766585,main streets; automobiles; store fronts,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-077-05c,Clyde Spencer,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities964.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities964.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities964_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities964_th.jpg
cities974,"Men with horses in front of Idaho Livery. Vollmer, Idaho.",1913,,"C.A. Christenson, proprietor. Vollmer later became Craigmont, Idaho",Vollmer,46.243434,-116.464477,horses; livery,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-098-1a,Edgar Newhard,5.5x8.25 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities974.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities974.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities974_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities974_th.jpg
cities982,"Armistice Day? Parade. Troy, Idaho.",1918,,Group of people walking down Main Street behind a car,Troy,46.734278,-116.766617,main streets; parades; automobiles,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-077-05d,Clyde Spencer,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities982.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities982.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities982_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities982_th.jpg
cities985,"4th of July parade looking west on Main Street. Mohler, Idaho.",1908,yes,,Mohler,46.289915,-116.34617,main streets; parades; horses,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-100-1b,Mrs. Iver Longeteig,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities985.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities985.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities985_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities985_th.jpg
cities986,"Main street looking east. Mohler, Idaho.",1908,yes,"School in foreground, Christian church in background, longest building center right is general store",Mohler,46.289915,-116.34617,main streets,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-100-1,Mrs. Iver Longeteig,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities986.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities986.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities986_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities986_th.jpg
cities987,"Mohler Blacksmith Shop. Mohler, Idaho.",1908,yes,Men working in shop: S.J. Doggett and john Collins?,Mohler,46.288751,-116.347672,interiors; smithies; blacksmith,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-100-2a,Mrs. Iver Longeteig,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities987.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities987.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities987_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities987_th.jpg
cities988,"Two views of Mohler Times Building. Mohler, Idaho.",1908,yes,,Mohler,46.288751,-116.347672,storefronts,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-100-2b,Mrs. Iver Longeteig,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities988.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities988.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities988_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities988_th.jpg
cities991,"Armistice Day? Parade. Troy, Idaho.",1918,,Floats in parade,Troy,46.734278,-116.766617,main streets; parades; automobiles,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-077-05e,Clyde Spencer,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities991.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities991.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities991_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities991_th.jpg
cities992,"Armistice Day? Parade. Troy, Idaho.",1918,,Groups of people walking down Main Street,Troy,46.734278,-116.766617,main streets; parades,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-077-05f,Clyde Spencer,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities992.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities992.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities992_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities992_th.jpg
cities993,Henry Weeks and Abe Weeks with hunting dogs.,1919,yes,,Troy,46.735388,-116.76932,hunters (people); dogs; houses,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-077-06a,Clyde Spencer,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities993.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities993.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities993_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities993_th.jpg
cities994,"Armistice Day? Parade. Troy, Idaho.",1918,,"Automobiles, a float and groups of people",Troy,46.736719,-116.769277,main streets; parades; automobiles,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-077-05g,Clyde Spencer,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities994.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities994.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities994_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities994_th.jpg
cities1049,"E.S. Sweet sawmill. Near Keuterville, Idaho.",1899,,,Keuterville,46.034683,-116.439725,sawmills; horses; loggers; wagons,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-131-1a,Mrs. E.S. Sweet,5x8 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities1049.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities1049.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities1049_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities1049_th.jpg
cities1051,"E.S. Sweet sawmill. Near Keuterville, Idaho.",1899,,Matt 'Van Winkle Bros. Art Galleries',Keuterville,46.034683,-116.439725,sawmills; horses; loggers,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-131-1b,,5x8 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities1051.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities1051.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities1051_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities1051_th.jpg
cities1107,Between Bovill & Hog Meadow,1917,,"Bovill residents stand near a car on the side of the road between Bovill and Hog Meadow. From (l to r) Okia Hall, unknown, Mrs. R. C. Witty, Mrs. Hall, Lee Witty.",Bovill,46.859604,-116.393459,automobiles; roads,"LCHS Photograph Collection, Latah County Historical Society, Moscow, Idaho, https://www.latahcountyhistoricalsociety.org/",02-09-2002,,black and white photographs,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities1107.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities1107.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities1107_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities1107_th.jpg
cities1139,City of Bovill,1918,yes,A truck drives on the street in Bovill's residential area.,Bovill,46.859604,-116.393459,houses; trees; streets,"LCHS Photograph Collection, Latah County Historical Society, Moscow, Idaho, https://www.latahcountyhistoricalsociety.org/",02-01-2013,The Idahonian,black and white photographs,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities1139.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities1139.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities1139_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities1139_th.jpg
cities1146,Slabtown,1912,,"Slabtown located one mile north of Bovill, covered in houses and trees.",Bovill,46.873336,-116.393802,houses; trees,"LCHS Photograph Collection, Latah County Historical Society, Moscow, Idaho, https://www.latahcountyhistoricalsociety.org/",02-01-2016,,black and white photographs,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities1146.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities1146.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities1146_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities1146_th.jpg
